,Komentar,Label
1,"Lha kekerasan seksual itu kan mmg definisinya memang harus ""tanpa persetujuan korban"". Pada kemana sih logika yg nolak2? Gimana melawan kekerasan seksual kalau tidak boleh didefinisikan apa yg dimaksud dgn kekerasan seksual.",positif
2,Jangan mendekati zina. Itu adalah aturan yang pasti dan tidak perlu pasal uu dll. Suatu saat Demokrasi ini tdak layak lagi untuk di gunakan. Karena isi nya hanya kepentingan para petinggi saja. Sangat sedikit untuk kemaslahatan masyarakatnya. Dan saya rasa ini bisa di jadikan tameng oleh para oknum. Bahwa melakukan kekerasan seksual jangan menggunakan media. Skrang saja banyak yang ngomong ngawur.,negatif
3,The law is an art. Semakin rinci semakin mudah dibelokkan..,netral
4,TETAPKAN DULU APA YANG DIMAKSUD DENGAN KEKERASAN SEKSUALITAS.,netral
5,Lbih cock diterapkan dikemendikbud Dan DPR.,netral
6,SEKALIAN AJA PAKAIAN ANAK SEKOLAH DAN MAHASISWA.ROK NYA HARUS DI ATAS LUTUT.ATAU GANTI AJA MENTERI NYA.MUNGKIN YG INGIN MEMBUBARKAN  M U I. DIA IKUT JUGA,negatif
7,Inilah makanya para korban ragu utk melapor. Usulan uu perlindungan hukum utk para korban pun jd polemik. Pdhal tinggal direvisi. Maaf uu yg katanya waktu itu akan diusulkn oleh suatu partai itu gmn kbrnya?,netral
8,Presenter suka motong percakapan narasumber..jd kurang ngeh gitu,netral
9,"Kami sebagai ormas Islam mendukung  PERMEDIKBUDRISTEK no 30, tentang Kekerasan Seksual, Tapi kami Menolak pasal 5 ayat 2 & 3, yg ada kata TANPA PERSETUJUAN KORBAN,
Dan seharusnya Permendikbud Nadiem menghilangkan yg 3 kata... TANPA PERSETUJUAN KORBAN",positif
10,"Negara kacau, pejabatnya nyeleneh coba urus yg subtantif",negatif
11,Menteri Nadiem segera dipecat,negatif
12,"ranah mendikbud ya kekerasan seksual
kalau yg lain ya ranah kementerian perempuan dan anak",positif
13,permendikbud sudah benar jangan di revisi lanjut laksanakan,positif
14,"berbicara ideologi boleh saja sbg muslim,, tp fakta ttp hrus diterima,, kalau bicara ini seolah memojokkan islam,, islam yg mana apakah hanya islam yg punya kotak amal dan menganjurkan bersedekah??? 
     kbetulan saja mreka yg sesat adl saudara qt sesama muslim jika mjd isue besar krn ksalahan mreka ya bkn ksalahan pnegak hukum, itu adl masalah brsama yg hrus dhadapi brsama bgmn caranya qt mnertibkan muslim dg pemahamanya agar tdk sesat,, mulailah dr menyedikitkan mmbahas surga sbg imbalan dan neraka sbg hukuman krn yg lbh harus dibahas adl cara mngenali tuhan dan konsekuensinya serta mnganut agama brarti mngabdi pd tuhan bkn mmpertahankan imej atau mngejar surga,,",netral
15,"Duh, ini peraturan kekerasan sexual. Bukan peraturan penzinahan. Inikan 2 hal yg berbeda. Makanya ada kata2 ""Tanpa persetujuan korban"" kl ada persetujuan, yah bukan kekerasan sexual.",positif
16,"Kalimatx saja sdh bisa difahami,TANPA PERSETUJUAN KORBAN.ini yg bikin undang2, blm bisa bahasa indonesia yg baik dan benar kayakx..namax aja KORBAN ya jls pastilah dia tidak setuju,kalau ada unsur persetujuan itu namax OKNUM,bukan korban lagi namax.jdi kalimat nya seharusx direvisi,baik itu ditambahkan atau dihilangkan sama sekali kalimat itu.kalau mau tidak jdi perdebatan tambah lagi dengan kalimat baik dapat persetujuan ataupun tidak atas persetujuan korban itu baru benar",negatif
17,Degradasi moral,netral
18,"Itu sama dg zinah HARAM, kcuali ada setuju lawan",netral
19,Makin aneh saja Negeriku sekarang ini,netral
20,"Coba deh buat yg setuju sama permen pasal 5 ini , kalo si korban di ancam untuk bilang kalo tindakan kekerasan seksual tsbt atas dasar suka sama suka trus pelaku nggak kenai permen di kampus kenanya pasal tindak asusila , trus yg kena sypa ? Korban atau pelaku ?",netral
21,"Kan harus DIDEFINISIKAN apa artinya perbuatan yg termasuk dlm Kekerasan Seksual.. dan definisinya ya memang TANPA PERSETUJUAN KORBAN. Logika aja, wajar kalimat itu harus dicantumkan.",positif
22," @Dmitrii D ,yang senang mesum pasti marah dengan permendikbud karena mencolek dan meraba raba saja sudah ada sangsinya apalagi apalagi minta buka baju itu melanggar moral dan KUHP",positif
23," @Muhammad thohir  Oke sampai disini, berarti Permendikbud tersebut bentrok dengan UU tentang pornografi lainnya",netral
24,"Asal suka sama suka tidak masalah bukan ¯\_( ?° ?? ?°)_/¯, ""saya kan berseks bebas hanya mematuhi permendikbud membolehkannya""",positif
25," @Dmitrii D ,pasal mana yang bentrok coba sebutkan kalau kamu memeng ngerti.jangan2 kamu hanya mengikuti ulama kadron",netral
26," @Dmitrii D ,itu isi otak mesumnya ulama2 kadron yang tidak ada di dalam permendikbud",negatif
27," @Muhammad thohir  Ini contoh KUHPnya
""Setiap orang yang melakukan persetubuhan dengan orang yang bukan suami atau istrinya dipidana karena perzinaan dengan pidana penjara paling lama 1 (satu) tahun atau denda Kategori II.""

Permendikbud 30
l. menyentuh, mengusap, meraba, memegang, memeluk, mencium dan/atau menggosokkan bagian tubuhnya pada tubuh Korban tanpa persetujuan Korban;


m. membuka pakaian Korban tanpa persetujuan Korban;.

Di KUHP sudah dinyatakan secara gamblang/jelas, dan tidak ada keambiguan atau multitafsir bahwa SEKS BEBAS dilarang. 
Sedangkan di Permendikbud 30 didapati boleh melakukan kegiatan seksual ATAS PERSETUJUAN KORBAN seperti mencium dan menggesekkan kemaluan. Jadi sah sah saja bukan ?? kalau saya mengimplementasikan Permendikbud 30 walaupun bentrok dengan KUHP. Jadi yg disalahkan KUHP nya atau Permendikbudnya yg ambigu dan perlu direvisi itu?",netral
28," @Dmitrii D  Anak Hukum Tertawa Melihat argumenmu.

Biar saya kutip salahsatu pasal kontroversial:
Pasal 5 ayat (2): Kekerasan Seksual sebagaimana dimaksud pada ayat (1) 
meliputi:
L. menyentuh, mengusap, meraba, memegang,
memeluk, mencium dan/atau menggosokkan bagian tubuhnya pada tubuh Korban tanpa persetujuan Korban

Sebenarnya Kesimpulan disini sudah sangat gamblang.
Permendikbud no 30 Tahun 2021 hanya Mengelompokan tindakan menjadi 2 jenis:
Yaitu tindakan Tanpa persetujuan korban, dan tindakan dengan persetujuan korban.

Apabila Tindakan dilakukan tanpa persetujuan korban, Maka itu adalah KEKERASAN SEKSUAL.
Dan Apabila Tindakan dilakukan dengan Persetujuan korban, Maka itu adakah BUKAN KEKERASAN SEKSUAL.

Permendikbud no 30 tahun 2021 Samasekali tidak mengatur Tindakan yang dilakukan dengan persetujuan korban.
Tidak melegalkan, dan tidak meng-ilegalkan. Alias ya Tidak diatur samasekali.
Anak Hukum Tertawa Melihat argumenmu.

Biar saya kutip salahsatu pasal kontroversial:
Pasal 5 ayat (2): Kekerasan Seksual sebagaimana dimaksud pada ayat (1) 
meliputi:
L. menyentuh, mengusap, meraba, memegang,
memeluk, mencium dan/atau menggosokkan bagian tubuhnya pada tubuh Korban tanpa persetujuan Korban

Sebenarnya Kesimpulan disini sudah sangat gamblang.
Permendikbud no 30 Tahun 2021 hanya Mengelompokan tindakan menjadi 2 jenis:
Yaitu tindakan Tanpa persetujuan korban, dan tindakan dengan persetujuan korban.

Apabila Tindakan dilakukan tanpa persetujuan korban, Maka itu adalah KEKERASAN SEKSUAL.
Dan Apabila Tindakan dilakukan tanpa Persetujuan korban, Maka itu adakah BUKAN KEKERASAN SEKSUAL.

Permendikbud no 30 tahun 2021 Samasekali tidak mengatur konsekuensi Tindakan yang dilakukan dengan persetujuan korban.
Tidak melegalkan, Tidak pula mengilegalkan, Alias TIDAK DIATUR SAMASEKALI.
""Argumentum a Contrario""

Jadi Kalo lu berpikir bahwa Tindakan yang dilakukan dengan persetujuan korban, Diperbolehkan Dalam Peemendikbud no 30, Maka itu adalah kesimpulan yang elu buat sendiri, Ga ada dasar nya.",netral
29," @Dewangga Putra  Oke terus buat apa ada frasa ""tanpa persetujuan korban"" ?? ? Sebetulnya tanpa frasa tersebut kami pun paham pada peraturannya, ini kan menimbulkan polemik baru karena multitafsir dan kontradiksi dengan KUHP asusila lainnnya, jadi bentrok.

Yang namanya ""KORBAN"" pasti tidak akan setuju untuk dilecehkan, secara literatur bahasa Indonesia bukan KORBAN berarti namanya. Jadi frasa ""tanpa persetujuan korban"" tidak diperlukan, atau sebagai dampaknya oknum² akan memanfaatkan frasa tersebut sebagai alasan.

Korban [KBBI]
""orang, binatang, dan sebagainya yang menjadi menderita (mati dan sebagainya) akibat suatu kejadian, perbuatan jahat, dan sebagainya.""",negatif
30,Apa adakah korban yang setuju?,netral
31,UU dah ada dan jelas mestinya menrisex tidak perlu bikin aturan yg menimbulkan kegaduhan mknya makul moral dan agama tetap dikasih termasuk kegiatan agama/ kerohanian bukan malah dihapuuuus !,netral
32, @Kuad Iin  plis deh dari dulu juga ada kegiatan agama di sekolah dan kampus2 tapi ttp pelecehan seksual ada.,negatif
33," @Gabriella Indah Charista  YEEESS, very very very true",positif
34,"Saya tetap setuju bang, Karena kamu belum baca Peraturannya tetapi langsung bacod.

Padahal di Permendikbud udah dijelasin bahwa:

Persetujuan Korban sebagaimana dimaksud pada ayat (2)
huruf b, huruf f, huruf g, huruf h, huruf l, dan huruf m, dianggap tidak sah dalam hal Korban:
b. mengalami situasi dimana pelaku mengancam, memaksa, dan/atau menyalahgunakan kedudukannya;",positif
35,Persetujuan tidak berlaku apabila pelaku mengancam,negatif
36,"Baca lagi ya, dan pahami konsep consent itu seperti apa, ga sekadar setuju ga setuju di mulut. Baca lagi sebelum bacot",positif
37,"Ibu dewan, ada permenpun jk moralnya bejat tetap aja terjadi buuuk ! Tp jk dari kita semua dimulai dari keluarga menanamkan moral/ agama kurasa bisa sebagai pengendali  karena aku yakin agama apapun pasti melarang perzinaan ! Jk sampai perkosaan berarti tu sepihak mk pelakunya hrs lapor kan ada polisi ! Ibuk dewan ! Jk dg alasan suka sama suka gimana ? Apa boleh ?",netral
38,"YG ADA HANYA VISI MISI PRESIDEN ,MENTERI ITU HANYA MENJABARKAN DLM KEBIJAKKAN SHG BEGINILAH YG DIMAKSUD DG REVOLUSI MENTALNYA JOKOWI ITU.",netral
39,"yang jadi masalah itu 3 kata ""Tanpa Persetujuan Korban"" itu harus diganti....atau dihapus....",negatif
40,"Kesempatan,,,,,, goreng saja sampai gosong....biar pak jokowi jatuh.",netral
41,"begitulah kalau segalasesuatu diserah kepada yg bukan ahlinya, tunggulah kehancuranya",negatif
42,Kok  host ikut berpekulasi sebelum pergantian pembicara yg lain.,netral
43,"Menyentuh saja sdh haram ,ikutlah hukum Islam , Allah SWT sdh atur semuanya , aturan hdp",netral
44,logika rakyat indonesia: dilarang bawa senjata tajam > boleh bawa senjata api.,netral
45,Enak banget nih jika suka sama suka  ga masalah maen di kampus,negatif
46,PKS hanya engkau harapan rakyat Indonesia,netral
47,Kalau suka sama suka itu wilayah private perkara moral individu masing masing dan itu pendidikan mora masing masing,netral
48,"kenapa tdk menerapkan aturan tentang zinah dan perkosaan yg sudah aja, entar kalau aturan itu di terapkan , seolah olah kalau seizin perempuannya jadi boleh, ingat katanya negara pancasila, sila pertama ketuhanan yg yg maha esa lo! artinya mau perempuannya setuju mau ga setuju, selama mereka belum sah, sebagai pasangan ya mestinya tetap dilarang, tapi mau gimana lagi, menteri agamanya aja ngedukung! apa masih yakin negara kita negara pancasila??? Sila yg mna yg sudah diterapkan dg baik???????",netral
49,"Sebenarnya peraturan yg sdh ada cukup asal pelaksana aturan taat aturan, apalagi taat pada syariat",netral
50,"Haruskah tunggu ada korban, kita simak penyelesaiannya di pengadilan, siapa yang benar?",netral
51,Polemik macam ini menimbulkan kegaduhan dan keonaran,negatif
52,pks ini cman bikin gaduh buat mengalihkan isu goodbener jekartah yang anggota par tainya lagi bermasalah dengan formula e yang lg diusut kpk.........,negatif
53,Bagaimana bila sanak keluarga PKS ini menjadi korban Kekerasan Seksual? Saya rasa mereka akan mendukung Pelaku dan tidak menuntut pelaku.,netral
54,"hahaha pks takut kalau anggotanya digaruk permen ini, dgn dalih macam2. ????????",netral
55,Lanjutkan Pak Menteri dgn Permendikbudristek itu. Klo ada yang robah ya tunggu aja,positif
56,Trgantung anaknya n ortunya yg paling penring ortu mndidik anak ahklak yg utama. Tr bukti kjadian.ortu ketat anak yg trjerumus banyak.yg orrunya biasa 2 saja anak 2 y selamat tr hindar dari pr gaulan bbas.aku y punya anak cewe dua alhamdulilah tamat  kuliah k bidanan k duanya. Trlepas prgaulan bebas.intinya nasip n rezeki anak n perbuatan ortu.kalau saya mnyikapi jangan sekali 2 di kasih makan dengan jlan yg tidak halal apa lagi koropsi. So oasti dampak k anak. Jangan salahkan anak. Renungi sudah bagus kah kita ortu ahklak n cari jlanya rezeki..,netral
57,Miris banget gasi :(,negatif
58,"Menurut hukum, Logika tsb bener loh.

Apabila Undang undang hanya mengatur tentang senjata Tajam, dan tidak mengatur tentang Senjata api, Maka kesimpulannya senjata api diperbolehkan.
(Argumentum a contrario)",netral
59," @Dewangga Putra  tidak mengatur bukan berarti mengadvokasi/melegalkan, bisa jadi ada hukuman yang lebih luas/umum mengatur, intinya terkait legalitas perzinahan konsensual di kampus, sebelum/sesudah terbit permendikbud masih sama, tidak dilegalisasi/illegalisasi",positif
60," @Muhammad Hashirama  Lah, Kata siapa tidak mengatur bukan berarti melegalkan??
Itu kan kata ku sendiri.

Coba sekarang Buka google, Baca Apa itu Asas legalitas dalam hukum.

Selama belum ada peraturan yang melarangnya, Berarti suatu perbuatan dianggap LEGAL.",netral
61,"Suka sama suka atas perbuatan jinah SDH ada perundangan dan aturannya,klu suka sama suka itu bukan kekerasan",negatif
62,"Makanya di buat permendikbud, karna banyaknya pelaporan juga kasus, yg semakin darurat, di bikinlah perendikbud, yg menjadi badan hukum tentang kekerasan seksual, yg slama belum ada, karna realita kejadian,justru korban slalu di rugika dalam setiap kasus, ketika di melapor, karna tidak adanya uu perlindungan terhadap pelecehan!!",positif
63,"Klo istrimu & anakmu setuju sy gauli, itu kekerasan sexual tidak?",netral
64," @Ridwan Basuki  dalam pasal 295 KUHP baik korban maupun Pelaku Kekerasan Seksual akan dipidana paling lama 9 tahun. Begitu-pun bila kegiatan seksual itu didasari rasa suka sama suka. 

Namun dengan Permendikbud ini Korban tidak perlu terkena sanksi hukum, cukup pelaku.",netral
65," @breakpoint tv  Aku tdk butuh narasimu yg panjang lebar itu.
Yg aku butuhkan hanya hapuskan 3 kata itu. Tanpa persetujuan korban. Titik.
Permendikbud 30 itu sdh OK. 
Kecuali 3 kata itu.
Apa susahnya menghapus 3 kata itu? ????????",negatif
66, @Ridwan Basuki  artinya kamu setuju bila seks bebas dilarang tapi pemerkosaan diperbolehkan? Gitu kan mau-nya kamu?,netral
67," @Ridwan Basuki  kalau 3 kata itu dihapus, perbedaan dengan pasal 295 KUHP itu apa? Ngapain buat aturan lagi kalau toh sama dengan yang sudah ada?",negatif
68, @breakpoint tv  menrisex agar anggaran bs dikeluarkan dg alasan hasil penelitian !,netral
69, @M025_ INDRA  kenapa menrisex yg bikin payung hukum? Apa dah gak percaya dg hukum yg ada bahwa pemerkosa dg hukuman sampai ada yg dikebiri tu?  Dan mengapa makul tentang moral dan agama dikampus2 malah dihilangkan jk tujuan tuk menghindari pemerkosaan?,netral
70,Bapak yg dri pks  pelacur itu suka sama suka masa mau di hukum.. bapak harus bedakan lah antara orang yg tidak suka.. klo pelacuran y itu jelas hukuman nya neraka.. sedangkan klo yg di paksa ada salah satu korban yg di rugikan.. sedang klo yg suka sama suka itu saling di untungkan..,netral
71,Klo undang undang poligami mungkin PKS yg setuju duluan.. ??,positif
72,TUJUAANNYA UNTUK MENCEGAH KEKERASAN SEKSUAL...KOK MALAH DIGORENG  MELEGALKAN PERZINAAN....OTAKNYA ORANG-ORANG PKS YANG PERLU DIBERSIHKAN....TAMBAH USIA KOK TAMBAH TUMPUL YA OTAKNYA POLITISI PKS...KALAU ADA DOSEN YANG JADI PENJAHAT KELAMIN SEBAIKNYA LANGSUNG DIKEBIRI ATAU DIRAJAM SAJA. DUNIA PENDIDIKAN TINGGI SANGAT DIRENDAHKAN....MANA SUARAMU BAPAK-BAPAK REKTOR...JANGAN BERLAGAK DUNGU....ATAU KALIAN MEMANG SUDAH DUNGU KARENA TERLALU SERING MENEMPEL-NEMPELKAN ANUMU....LAGI PULA NGAPAIN PAK NADIM NGURUSIN YANG BEGITUAN....PIKIRKAN SAJA KEBIJAKAN UNTUK MENINGKATKAN MUTU PERGURUAN TINGGI KITA.....KALAU URUSAN BEGINIAN INI KASIHKAN SAJA PADA PKS...PEMEGANG PINTU SURGA,netral
73,"Tujuan Permendikbud ini sebenarnya bagus, namun ada poin penting khususnya pada  Pasal 5 ayat 2 yg menjadi kontro versi dan menimbulkan multi tapsir. Jika memang masih bisa direfisi sebaiknya direfisi saja",netral
74,Merinding aku dgr sek d perbolehkan aku punya ank gadis semoga d jauhkan dari perbuatan gg keji dn seboga hati nya gg putih d jga sama allah misalnya ank d perkosa sama pacar sampe hamil apa tdk merasa malu tentu saja malu kalo mau bertagung jawap kalo sdh d  cicipi tau rasa mau lagi eak nya jadi pacar bendigan aku putusin,netral
75,"Suka sama suka itu sendiri msh bisa dipertanyakan, krn ada yg terpaksa utk dianggap suka, itu yg sngt dikhawatirkan",negatif
76,"Mungkin ini maksud dari rancangan pasal tentang ""memperkosa istri"" yang ramai dulu, buka zina tapi secara logika ttp aja salah",netral
77,intinya klu mui melarang mk permen itu hrus d hpus,negatif
78,Partai Kekerasan Seksual,netral
79,kalo PKS menolak berarti aturan yg dibuat sudah benar...lanjutkan,positif
80,"Doa kami rakyat Indonesia, semoga semua yang terlibat dalam aturan setan ini, akan mengalami nya sendiri
Anak atau istri nya selingkuh atau dihamili oleh orang lain atas dasar aturan yang mereka pemerintah legalkan

Ya Allah, segera kan pemerintahan Jokowi ini berakhir dengan kehinaan, aamiin",netral
81,Selalu main tafsir,netral
82,"Kesan di publik ::
1. Bisa menimbulkan polemik
2. Bisa menimbulkan prasangka tuk pengalihan isu yg sdg ramai",netral
83,Wah hancur moralnya kalo ZINA DILEGALKAN,negatif
84,Abaikan pks!,netral
85,"Assalamualaikum semua, maaf Permendikbudristek no 30 tahun 2021 sudah dibuat & ditandatangani Mendikbudristek yg terdapat frasa ""tanpa persetujuan korban"" dalam pasal 5. Maaf sebelumnya ,  seandainya  mahasiswa yg mencium  mahasiswi secara tertutup di kampus . Tapi mahasiswi tersebut setuju & perbuatan mereka ketauan sama lainnya, apa perbuatan mereka termasuk pelanggaran & ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 ? ??????",netral
86,"Muaantaabb.. skrng ""maen"" di kampus aman bro n sis, slama lw pade sama2 Nga'ngas, langsung Gaass.. 
Bwahahaha",negatif
87,Ingat Mas Mentri...buat aturan itu harus hati-hati. Karena kita khawatir jk suatu aturan bertentangan dgn aturan ALLAH mk pasti menuai adzab didunia maupun akhirat.,netral
88,"Kalau dua pihak setuju giatan e-esek maka tu bukanlah kekerasan/pemaksaan seksual. Kalau itu ja sih ya betul.
 Tapi hanya brenti di situ ja tu ga tolak pzinaan yang dipaksakan maupun perzinaan yang disetujui oleh dua pihak. Ni yang ga cegah terjadinya zina, ni yang ditentang. ??",netral
89,"Dlm tujuan pencegahan dan memberikan definisi yg pasti ttg kekerasan seksual, gak ada yg salah di ayat itu. Tafsir2 lain gak ada tempatnya dlm Permendikbud ini.",netral
90,"Terjadi ke ambiguan, seks bebas itu suka sama suka loh, tidak ada yg menjadi korbannya",netral
91,bagusnya di perbaiki jika memang salah,netral
92,"Doa mu sangat jahat, kamu bukan rakyat Indonesia.",netral
93," @Ummu Nayla  pasal mana yang membolehkan seks suka sama suka? Permebdikbud ini mengatur kekerasan seksual, tidak melegalkan perzinahan. 
Justru melindungi perempuan dari kejahatan seksual dosen, guru, ustadz, senior dll di lingkungan pendidikan.  Pakai logika, jangan kebencian membuta mata.",positif
94," @Gabriella Indah Charista  siapapun yang mendukung aturan setan itu ,maka dia juga termasuk di dalam doa umat Islam",negatif
95, @Ummu Nayla  WKWKKW iyaa deh,netral
96,"No 2 lg marak. Bikin kepo knp ditentang bngt. Coba klo diterapkan, siapa aja yg bakal kena tangkap y",netral
97," @M025_ INDRA  menrisek kok  bikin permen aneh mestinya bikin permen agar pendidikan nasional lebih maju dan cerdas, bisa merata ke seluruh wilayah Indonesia",negatif
98,"tidak dilegalkan, tapi permendikbudristek ini memang ranahnya bukan untuk menangani tindakan asusila tapi kekerasan seksual. kalau asusila kan ada persetujuan kedua belah pihak dan itu sudah ada peraturan yang lain yang dapat menangani hal ini.",positif
99," @Julidz  peraturan yg mana bro?setahu saya yg zina yg bisa di hukum di indonesia yaitu jika salah satu atau kedua pelakunya terikat perkawinan dengan orang lain,gak berlaku kalo kedua duanya single,itu pun merupakan delik aduan,artinya hanya bisa di proses lebih lanjut jika ada pengaduan suami/istri alias pasangan sah salah satu pelaku,seperti yg tertera pada pasal 284 KUHP",netral
100," @Julidz  ada rancangan uu kuhp soal perluasan aturan mengenai zina ini tpi bentuk nya masih RUU setahu saya yaitu kuhp pasal 417,makanya saya minta temen temen yg sekulib jangan protes soal ruu ini supaya cepat di sahkan,nanti kalo ada  aturan permendikbud atau uu kek di atas gak ribut ama kaum kons khususnya kaum islamis,gak capek ribut mulu",positif
