teks label 	label
badai pandemi covid sektor pariwisata indonesia bagus indeks peringkat yg disusun world economic forum wef topp abiss dendi ramadhona kabupaten pesawaran 1 	1
pasca terpuruk akibat pandemi covid sektor pariwisata provinsi bali menggeliat seiring terkendalinya pandemi covid destinasiwisata jembrana pelakuwisata updatebali 1 	1
aje kalo emang rezim boneka kalo kaya gini mah jatoh nya covid pembaharui nya convid in redup wisata manca negara mengunjungi komodo tirex air liur nya bakteri ganas paham pulau inciran rezim xf xf x x xf xf xa xa xf xf x x xf xf xa xa 1 	1
badai pandemi covid sektor pariwisata indonesia menduduki peringkat yg relatif bagus indeks peme 1 	1
mengembangkan potensi wisata kabupaten pesawaran paway festival diselenggarakan tanggal desember sehubungan pandemi covid terhenti peraturan pemerintah berlaku 1 	1
gubernur lampung arinal djunaidi bhw stlh badai pandemi covid sektor pariwisata indonesia menduduki 1 	1
badai pandemi covid sektor pariwisata indonesia menduduki peringkat yg relatif bagus indeks pemeringkatan yg disusun world economic forum wef topp abiss dendi ramadhona kabupaten pesawaran 1 	1
keterisian ranjang covid pengelola wisata perketat protokol kesehatan 2 	2
keterisian ranjang covid pengelola wisata perketat protokol kesehatan tempotravel 2 	2
kepala dispar diy singgih raharjo eko suwanto ketua komisi a dprd diy kombes pol yulianto kabid humas polda diy m 0 	0
senin acara bincang bincang kali mengangkat tema xe x xpenanganan covid wisata xe x x jogjabisa jogjaistimewa visitingjogja dispardiy poldadiy dprddiy 2 	2
kepala dispar diy singgih raharjo eko suwanto ketua komisi a dprd diy kombes pol yulianto kabid humas polda diy narasumber kanal youtube ngobrolparlemen senin acara bincang bincang kali mengangkat tema xe x xpenanganan covid wisata xe x x 2 	2
berbahaya pengunjung divaksin masuk objek wisata 1 	1
gubernur jatim masyarakat mengunjungi wilayah perkantoran wisata mal kawasan perdagangan restoran area publik disyaratkan vaksin booster 1 	1
deeptalk nder bahas sesuatuuu bahas vaksin ampe mekanismenya sampe imunologinya anjir hahahaha tp wisata ygy udh kelar xe x xba xef xb xf xf xf x xf xf xf xf xbb 2 	2
pemberian vaksin bin wisata puskesmas sekolah kabupaten kerinci 1 	1
kemaren vaksin wisata enak tiket masuk gratis healing xf xf xa xa nyari yg lokasi wisata tp kog ga info nya udah ngubek gugel ga nemu xf xf xa xad 1 	1
syarat wajib vaksinasi booster covid wisatawan dieng berlaku pelaksanaan dieng culture festival dcf september 1 	1
wisata dieng wajibkan vaksin booster pengunjung 0 	0
optimalkan destinasi wisata unggulan indonesia pesonaindonesia wisataindonesia indonesia welcome to svt xe xb x xe xb x 2 	2
optimalkan destinasi wisata unggulan indonesia pesonaindonesia wisataindonesia welcome to svt cibubur dybala joko 2 	2
optimalkan destinasi wisata unggulan indonesia pesonaindonesia wisataindonesia welcome to svt cibubur dybala jokowi prabowo akrab pemimpin pemersatu bangsa vaksin jaga kesehatan kominfo 2 	2
ikn magnet wisata dampak positif disektor ekonomi vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
ikn magnet wisata vaksin jaga kesehatan 2 	2
perkembangan wisata vaksin jaga kesehatan 2 	2
wisata wan senang vaksin jaga kesehatan 2 	2
inovasi wisata vaksin jaga kesehatan 2 	2
potensi wisata vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
ikn magnet wisata vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
ya wisata kesana vaksin jaga kesehatan 2 	2
ikn nusantaraa magnet wisata vaksin jaga kesehatan 2 	2
ikn magnet wisata vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata gerakkan ekonomi vaksin jaga kesehatan 2 	2
plt kepala dinas pariwisata kaltim ikn magnet wisata vaksin jaga kesehatan 2 	2
ikn magnet wisata vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
klo pengusaha wisata bandung sih udah menyuarakan keberatan tuh 1 	1
ikn magnet wisata mari dukung ikn kemajuan vaksin jaga kesehatan 2 	2
ikn nusantara magnet wisata vaksin jaga kesehatan 2 	2
ekonomi sosial budaya kabupaten klaten pasca pandemi hamenang wajar ismoyo kedepannya pangadam iv membantu mem branding produk unggulan terkait potensi potensi kabupaten klaten terkait wisata alam wisata religi program 2 	2
pedagang wisata tanaman hias gresik menjerit sepi pembeli panen cuan orang work from home wfh gegara pandemi via 1 	1
fungsi bumn sbg agent of development memiliki peranan program pemulihan ekonomi nasional dlm membangkitkan sektor pariwisata pasca pandemi dgn merevitalisasi objek xc xb wisata dgn aset xc xb bumn bangkitbersamaet 2 	2
revitalisasi wisata diberbagai daerah menjadikan potensi ekonomi bumn kontribusi ekonomi sektor pariwisata dimaksimalkan dimasa pemulihan pasca pandemi c bangkitbersamaet 2 	2
mas mentrih bumn kontribusi dlm menghidupkan sektor pariwisata yg terpukul pandemi peranan bumn aset asetnya dimaksimalkan utk merevitalisasi objek objek wisata daerah bangkitbersamaet 2 	2
pantai kondang merak desa sumberbening kecamatan bantur kabupaten malang geliatnya meredan 1 	1
pemerintah provinsi gorontalo menetapkan delapan destinasi wisata prioritas berbasis kekhasan daerah pemberdayaan masyarakat upaya diharapkan memulihkan sektor pariwisata terpukul pandemi covid 1 	1
vakum pandemi museum andrea hirata hadir tampilan belitung wisatabelitung paketwisatabelitung paketliburanbelitung pakettourbelitung paketoutingbelitung paketdivingbelitung opentripbelitung 1 	1
pantai kondang merak desa sumberbening kecamatan bantur kabupaten malang geliatnya meredanya pandemi covid jatimnow wisata pariwisata malang pantaikondangmerak 1 	1
mas hendi geber agenda wisata mantapkan ekonomi semarang wali kota semarang hendrar prihadi akrab disapa mas hendi ramainya kegiatan kota semarang sengaja digeber upaya pemantapan pemulihan ekonomi pasca pandemi covid 2 	2
pandemi sih minggucerita 2 	2
hendi geber agenda wisata kota semarang bangkitkan ekonomi pasca pandemi 1 	1
tiket guide diharapkan memudahkan persiapan masyarakat berwisata informasi bermanfaat syarat penerbangan tips liburan validnews 2 	2
destinasi wisata gedung sate pandemi covid 1 	1
towil mengisahkan peliknya pandemi covid usaha wisata desanya masyarakat melengkapi hasil bumi 2 	2
towil mengisahkan peliknya pandemi covid usaha wisata desanya masyarakat melengkapi hasil bumi kolaborasi dengarkan kisah selengkapnya podcast beginu siniarcerdastanpabatas mediobykgmedia beginupodcast 2 	2
pandemi covid mereda wisata pesarean gunung kawi menggeliat 1 	1
dipertimbangkan pandemi perang yg bikin urusan visa ribet plus tua sirna hasrat eurotrip udh puas wisata lokal aja wkwkwk 1 	1
terdampak pandemi covid pariwisata provinsi gorontalo pulih pemprov gorontalo pu 1 	1
terdampak pandemi covid pariwisata provinsi gorontalo pulih pemprov gorontalo menetapkan delapan lokasi wisata prioritas nusantara adadikompas 1 	1
terdampak pandemi covid pariwisata provinsi gorontalo pulih pemprov gorontalo menetapkan delapan lokasi wisata prioritas nusantara adadikompas 1 	1
wisata kuliner via ojek online pandemi corona tetaplah perhatikan jalanbareng 1 	1
promosi hunting foto spot menarik kawasan wisata salah pelaku usaha wisata sulut bangkit pandemi covid publisherstory 2 	2
negara host piala dunia asia pengen branding negaranya sepakbola salah tontonan diminati dunia asia solusi bagus rebranding wisata pandemi var goal line technology 1 	1
air mancur sri baduga dibuka ditutup efek pandemi covid 1 	1
pandemi covid penanaman pilar bangsa diselenggarakan himpunan mahasiswa departemen sosiologi universitas negeri malang juli mengusung judul poster ratapan rekontruksi wisata pasca pandemi faula berhasil mencuri perhatian juri 1 	1
pandemi melandai geliat ekonomi bangkit wisata jg bdenyut spt setu babakan alhamdullilah dg wifi bs bperan mempromokan wisata kampung betawi internetnyaindonesia aktivitastanpabatas indihomeblogcompetition 1 	1
terkendala pandemi nadran desa citemu diselenggarakan 0 	0
sadar sektor wisata terdampak akibat pandemi bank bjb gelar kegiatan fellowship ride bandung jogjakarta komunitas ride o 2 	2
karanganyar rabu juli serma kusnanto beserta orang anggota koramil tawangmangu melaksanakan patroli ppkm level terminal pasar wisata tawangmangu menghimbau menerapkan protokol kesehatan beraktifitas mencegah penularan virus covid 1 	1
masuk wisata perkantoran kota batu wajib vaksin covid booster aturan wali kota kelua 2 	2
masuk wisata perkantoran kota batu wajib vaksin covid booster aturan wali kota via 2 	2
keramaian kuliner wisata orang anggota koramil ngemplak dpp plt ryand tim gugus covid kecamatan melaksanakan patroli yustisi prokes keramaian pujasera kulwaduk cengklik park menjaga covid nihil wilayah ngemplak 1 	1
pengetatan pelancong internasional diperkuat sehubungan naiknya covid korea juli pelancong internasional tes pcr kedatangan info selengkapnya salikatravel korea 1 	1
wabah covid terkendali wisatawan kunjungi wisata lereng gunung merapi 2 	2
sat polairud polres jepara giat melaksanakan patroli dialogis sambang obyek wisata pantai kartini menghimba 2 	2
perkara visanya dikadalin mas jgn mlebar kemana konteksnya kbijakan ttg planggaran beda ranah dr kemenparekraf yg tujuannya ningkatin wisata skaligus ekonomi biar lg stelah covid senengnya mlintir nyampuradukin siih xf xf xa xa 1 	1
sat polairud polres jepara giat melaksanakan patroli dialogis sambang obyek wisata pantai kartini menghimbau petugas jaga wisata prokes covid melaksanakan patroli dialogis dermaga 1 	1
bupati bantul membuka gelaran bantul kreatif expo pasar seni wisata gabusan publisherstory 2 	2
asuransi covid perjalanan afrika selatan syarat masuk afrika selatan rekomendasi wisata terbaik 1 	1
laporan kegiatan pencegahan penyebaran covid jum at juli wib tni al melaksanakan pengawasan penerapan protokol kesehatan pintu masuk kawasan pelabuhan perikanan tamperan obyek wisata pantai pancer door 2 	2
jumat pelayanaan kegiatan tedun banjar polres karangasem obyek wisata candidasa semeton yg memperpanjang sim pembayaran pajak tahunan kendaraan bermotor langsung mengunjungi kegiatan terapkan prokes covid 2 	2
jumat pelayanaan kegiatan tedun banjar polres karangasem obyek wisata candidasa semeton yg memperpanjang sim langsung mengunjungi kegiatan terapkan prokes covid satlantas polreskarangasem 2 	2
kemarin niatnya healing pening udah nyasar xc xb mulu capek motor wisata udah berubah xc xb karna covid pas udah gk menikmati wisatanya keburu lelah duluan badan pegel bgt xf xf x xad xf xf x xad xf xf x xad menyesal karna gk tau tempatnya udah beda bgt 1 	1
desa wisata dukung pemulihan ekonomi pascapandemi covid jokowilawanpandemi 2 	2
uutk permintaan kenaikan limit mandiri kartu kredit pendemi covid diajukan pemegang kartu sektor hotel restoran kafe horeka rekreasi wisata travel transportasi publik cont 1 	1
sandiaga berharap upaya peningkatan sadar wisata masyarakat desa wisata mendukung masyarakat mengatasi tantangan perekonomian pascapandemi covid 2 	2
covid meroket pemprov dki pertimbangkan vaksinasi booster syarat wisata perkantoran 2 	2
covid meroket pemprov dki pertimbangkan vaksinasi booster syarat wisata perkantoran 2 	2
sat polairud polres jepara giat melaksanakan patroli dialogis sambang obyek wisata pantai kartini menghimbau petugas jaga wisata prokes covid melaksanakan patroli dialogis dermaga perintis jobokuto 1 	1
asuransi perjalanan covid finlandia syarat masuk finlandia rekomendasi wisata terbaik 1 	1
covid muncul wisatawan pulau weizhou china tutup lokasi wisata 1 	1
asuransi perjalanan covid meksiko syarat masuk meksiko rekomendasi wisata terbaik 1 	1
beihai salah resor wisata terkenal guangxi objek wisata salah satunya pulau weizhou terbentuk letusan gunung api turistelantar 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update perkembangan covid ppkm jawa bali persiapan penerapan kebijakan vaksinasi booster mall wisata perkantoran dll 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update perkembangan covid ppkm jawa bali persiapan penerapan kebijakan vaksinasi booster mall wisata perkantoran dll 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update perkembangan covid ppkm jawa bali persiapan penerapan kebijakan vaksinasi booster mall wisata perkantoran dll 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update perkembangan covid ppkm jawa bali persiapan penerapan kebijakan vaksinasi booster mall wisata perkantoran dll 2 	2
vicon rakor evaluasi ppkm jawa bali agenda update perkembangan covid dunia subvariant ba update perkembangan covid ppkm jawa bali persiapan penerapan kebijakan vaksinasi booster mall wisata perkantoran dll 2 	2
satpolairud polres pati giat pengawasan patroli wilayah perairan juwana hasil melaksanakan patroli obyek wisata religi syeh datuk lodang p seprapat himbauan masyarakat mematuhi protokol kesehatan covid 2 	2
ribuan wisatawan terjebak pulau weizhou china penguncian covid wisatawan terjebak pulau weizhou wisata populer wilayah kota beihai provinsi guangxi china beritabaik timesindonesia ketahananinformasi 2 	2
asuransi perjalanan covid kanada syarat masuk kanada rekomendasi wisata terbaik 1 	1
koramil tawangmangu sertu eko yulianto melaksanakan patroli ppkm level membagikan masker pengunjung pasar wisata tawangmangu menghimbau menerapkan protokol kesehatan beraktifitas mencegah penularan virus covid 1 	1
capaian vaksinasi kabupaten berau gelar vaksinasi covid massal lokasi wisata 2 	2
pmerintah membantah ancaman covid krn mreka menganggap dpt mengganggu pendapatan dr wisata a 2 	2
pmerintah membantah ancaman covid krn mreka menganggap dpt mengganggu pendapatan dr wisata asing pmerintah jualan fuckcin mustahil covid dianggap hilang kesimpulan sekedar bisnis 2 	2
pmerintah membantah ancaman covid krn mreka menganggap dpt mengganggu wisata asing pmerintah bisnis fuckcin mustahil covid anggap hilang kesimpulan sekedar bisnis 2 	2
pameran perjalanan kompas travel fair digelar september pandemi menggeser minat masyarakat wisata massal privat wisata alam ruang terbuka kian populer ekonomi adadikompas 2 	2
nitip ichiran kotak halal info wisata pasca pandemi mec 1 	1
retribusi lingkungan dinaikkan ongkos wisata minimum dihapus usia menutup perbatasannya akib 1 	1
pandemi covid masyarakat generasi muda cenderung mencari berlibur rumah menyebabkan destinasi wisata indonesia pilihan favorit milenialnews beritamilenial 1 	1
pasca pandemi covid pemkab lamongan optimalkan potensi desa wisata 1 	1
perkembangan wisata seiring membaiknya kondisi pandemi kontribusi masyarakat pendapatan nasional 2 	2
sektor terdampak buruk pandemi covid salah satunya sektor pariwisata gubernur arinal djunaidi membuka acara puncak festival wisata hutan lampung 1 	1
sedih banget seriusan masyarakat bergantung ekosistem wisata pandemi melandai mata pencaharian disabotase pemerintah kezhaliman yg nyata 1 	1
bandar lampung sektor terdampak buruk pandemi covid salah satunya sektor pariwisata gubernur arinal membuka acara puncak festival wisata hutan lampung taman hutan rakyat tahura 1 	1
banggeettt ngepasin pandemi industri wisata tutup pelatihan biar kerja bidang laen xf xf xa xba xf xf xa xba 1 	1
sandiaga wisata kesehatan gaya hidup unstoppable trend pandemi masyarakat sehat bugar temansandi sandiagauno sandiuno 2 	2
bangkit pandemi pelaku wisata jembrana dilatih tata kelola destinasi xc xawisata 0 	0
bangkit pandemi pelaku wisata jembrana dilatih tata kelola destinasi wisata bangkitdaripandemi destinasiwisata dilatihtatakelola jembrana pelakuwisata 0 	0
beragam bantuan wisata menjalankan prokes pandemi dunia pariwisata diy hidup jogjabisa jogjaistimewa visitingjogja dispardiy poldadiy dprddiy 1 	1
acara singgih pengenduran menjalankan prokes beragam bantuan wisata menjalankan prokes pandemi dunia pariwisata diy hidup 1 	1
vaksinasi covid keamanan kesehatan masyarakat binda sumbar sasar warga objek wisata 2 	2
kapolsek baron akp sutiyo melaksanakan pemantauan giat vaksinasi covid serentak provinsi masyarakat badan intelijen negara nganjuk taman wisata tani dsn kuniran ds jekek kec baron 2 	2
pembangunan indikator diy gt provinsi sepulau lihat aja kondisi pedestrian sampah kecuali piyungan sanitasi kesehatan kecuali pas covid meledak transportasi fasilitas publik objek wisata 1 	1
cdc tambahkan wisata daftar risiko covid covid covid 2 	2
indikatornya sih konsep wisata syariah dicibir org wisata pembangkit ekonomi pasca pandemi wisata dg bir amp bikini yg laku keras menghidupi org it bikin masyarakat berkiblat budaya barat amp oriental islam 1 	1
dilansir laman menteri desa pembangunan daerah tertinggal transmigrasi abdul halim iskandar bumdesa desa wisata memiliki peran ujung tombak pemulihan ekonomi nasional pasca pandemi covid 1 	1
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi covid momen lebaran l 1 	1
sektor desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi momen lebaran liburan 2 	2
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi cvid momen lebaran d 1 	1
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi covid momen lebaran liburan berdampak lonjakan tajam kunjungan wisatawan desa desa gaspol pariwisata 2 	2
pelni membangkitkan geliat pariwisata pasca pandemi dgn program xc xb wisata rute pelayaran pelni salah satun 1 	1
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi cvid momen lebaran liburan berdampak lonjakan tajam kunjungan wisatawan desa desa 2 	2
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi covid momen lebaran libu 1 	1
gas pol pemulihan ekonomi desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi covid momen lebaran liburan berdampak lonjakan tajam kunjungan wisatawan desa desa 1 	1
desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi covid momen lebaran liburan berdampak lonjakan tajam kunjungan wisatawan desa desa 2 	2
pasca pandemi kemendes pdtt mendorong bergeliatnya wisata desa penggalian potensi wis 1 	1
pasca pandemi kemendes pdtt mendorong bergeliatnya wisata desa penggalian potensi wisata desa bentuk dukungan pemulihan ekonomi pasca pandemi covid jokowi gas pol pemulihan ekonomi 1 	1
sektor desa wisata andalan mendorong kebangkitan ekonomi desa pasca pandemi momen lebaran liburan berdampak lonjakan tajam kunjungan wisatawan desa desa kemendespdtt sdgsdesa mulaidaridesa desabisa 2 	2
jateng aya jogja opsi piknik komo deui bandung mah rudet keneh pertiketan ge mending lalajo nyuak sakalian wisata membangkitkan ekonomi pasca pandemi xf xf xa xc 2 	2
gus halim bum desa desa wisata ujung tombak pemulihan ekonomi nasional pasca pandemi lengk 0 	0
labuan bajo pemulihan pandemi covid 2 	2
jakarta xe x x pandemi covid memengaruhi sektor perdagangan pariwisata pendidikan ekonomi 0 	0
langkah langkah pencegahan pengendalian covid chongqing tiongkok barat daya berupaya menggabungkan ekonomi malamnya budaya pariwisata inovatif meningkatkan vitalitas daya tarik konsumsi malam mendorong perkembangannya 2 	2
strategi pariwisata indonesia ditengah pandemi covid 1 	1
pariwisata indonesia pandemi covid 1 	1
covid meningkat pemerintah jepang tahan promosi pariwisata fumiokishida w 2 	2
covid meningkat pemerintah jepang tahan promosi pariwisata fumiokishida wisatajepang pandemi covid 1 	1
pengamat teknologi covid pengaruhi pariwisata 2 	2
bca mendorong pemulihan ekonomi pasca pandemi covid 1 	1
wagub cok ace kebangkitan pariwisata bali pandemi xc xacovid 1 	1
wagub cok ace kebangkitan pariwisata bali pandemi covid 1 	1
sandiaga salahuddin uno menteri pariwisata ekonomi kreatif dukungannya kebangkitan industri musik nasional pandemi covid terkendali menyelenggarakan acara musik indonesia 2 	2
covid bali pede pariwisata pulih 1 	1
covid bali pede pariwisata pulih idcorner 1 	1
tugas manajemen pariwisata kebangkitan pariwisata pasca pandemi covid 1 	1
mdhan bangkit lg pariwisata indonesia stlah terdsmpak covid 1 	1
pelonggaran pembatasan sosial pandemi covid membangkitkan hasrat warga bepergian harapan pelaku usaha 2 	2
covid menurun memunculkan optimisme ekonomi bergerak presidensi g indonesia diharapkan mendorong pemulihan sektor pariwisata kerjasamamembangunri 2 	2
pemulihan pasca covid dirancang membantu kawasan asean membuka sektor pariwisata aman 2 	2
amiin semoga pemda kabupaten kota provinsi d indonesia memfasilitasi km put dinas kebudayaan dinas pariwisata ya paska pandemi covid biar pemulihan ekonomi d daerah trs berjalan bnyk promosinya kearifan lokalnya maupn budaya dn baju adatnya 2 	2
bupati buleleng fokuskan pemulihan ekonomi berbasis kerakyatan pandemi covid berdampak capaian indikator makro daerah laju pertumbuhan ekonomi tingkat kemiskinan meningkat pemutusan hubungan kerja phk pascasektor pariwisata terpuruk 1 	1
hi marketeers xf xf x xc xf xf xf xbc pariwisata salah industri terdampak covid xc xasampai xc xanew normal xc xaseperti penggiat xc xaindustri travel amp hospitality berlomba menerapkan strategi meningkatkan pariwisata indonesia 1 	1
menurunnya covid pelonggaran pengenaan masker ruang terbuka membawa optimisme bangkitnya potensi pariwisata indonesia jateng diy 2 	2
menteri pariwisata ekonomi kreatif sandiaga uno menyebut pandemi covid membawa pelajaran berharga dunia pariwisata transformasi shifting pariwisata berkualitas 2 	2
pandemi covid industri pariwisata ekonomi kreatif bali terpuruk upaya dekanfkunud fkunud pariwisatabali updatebali vaksin vaksinbooster 2 	2
kompetisi bergengsi asia afc cup ajang membantu pemulihan pariwisata ekonomi bali pandemi covid 1 	1
kakanwil a yuspahruddin kemenkumham jateng kanim wonosobo adakan sosialisasi kemudahan keimigrasian rangka mendukung pariwisata pandemi covid 2 	2
pemulihan pasca covid dirancang membantu kawasan asean membuka sektor pariwisata dg aman dg mendukung implementasi kerangka kerja 2 	2
kementerian kominfo indonesia negara anggota asean upaya mengatasi muncul akibat pandemi covid pemulihan pasca pandemi rencana pemulihan pasca covid pariwisata asean 1 	1
gak sektor utama perekonomian sri lanka sektor pariwisata surut surutnya nih pandemi covid bikin pemasukan sektor anjlok ditambah kebijakan potongan pajak sektor memperparah 1 	1
pemulihan pasca covid dirancang membantu kawasan asean membuka sektor pariwisata aman sembari mendukung implementasi kerangka kerja johnny plate 2 	2
bi perwakilan jakarta salah kaprah berbohong pertumbuhan jakarta ekonomi dagang pariwisata meningkat peraturan covid dilonggarkan pembatasan akibat covid ekonomi dagang pariwisata bergerak formula e 1 	1
pertemuan baku timely berfokus memajukan roadmap pengembangan pariwisata islam negara anggota oki penurunan penerimaan pariwisata internasional disebabkan pembatasan perjalanan upaya menghambat penyebaran virus covid 2 	2
tema xe x xa pengenalan kebijakan pariwisata negara asean era covid xe x xa sosialisasi kesehatan gigi amp mulut xe x xa pengenalan bahasa inggris for tourism amp business purposes nontema xe x xa keamanan berinternet xe x xa pengenalan bahasa perancis 2 	2
aja berita hoax kelompok sebelah yg mendorong investasi pariwisata usaha pembatasan covid dilonggarkan formula perwakilan jakarta bohong yg pilpres kena azab 1 	1
pendukung anis bahagia senang bangga pendukung anis berita halusinasi investasi pariwisata dagang ya pembatasan covid formula e bohong senang pilpres diazab bi perwakilan jakarta 2 	2
agenda dewg g sekjen kominfo revitalisasi pariwisata transformasi digital mendorong revitalisa 1 	1
covid kemarin data pariwisata bangkit angka persen mendorong angkasa pura bandara etalase kebudayaan pungkas erick erick thohir mendorong bandara bandara indonesia 1 	1
yayasan abang none jakarta selatan dibawah naungan suku dinas pariwisata ekonomi kreatif jakarta selatan menggelar pemilihan abang none jakarta selatan terhenti pandemi covid pendaftarannya buka mei 1 	1
karanganyar sertu suparman beserta anggota koramil tasikmadu melaksanakan patroli ppkm level agro wisata sondokoro tasikmadu menghimbau pengujung mematuhi mentaati protokol kesehatan mencegah penularan covid dng m 1 	1
kiriman kawan flores tolong dishare perlawanan warga tarif mahal jt wis 2 	2
gubernur lampung arinal djunaidi badai pandemi covid sektor pariwisata indonesia mendudu 1 	1
retribusi lingkungan dinaikkan ongkos wisata minimum dihapus usia menutup perbatasannya akibat pandemi covid bhutan menerima turis asing aturan berkunjungnya 1 	1
gubernur lampung arinal djunaidi badai pandemi covid sektor pariwisata indonesia menduduki peringkat relatif bagus dlm indeks pemeringkatan disusun world economic forum wef dendi ramadhona bupati pesawaran 1 	1
syarat wisata myanmar bawa sertifikat vaksin tes covid 2 	2
myanmar mengumumkan syarat kesehatan terbaru wisatawan berkunjung negara simak selengkapnya 2 	2
gubernur lampung arinal djunaidi bhw stlh badai pandemi covid sektor pariwisata indonesia menduduki peringkat yg relatif bagus dlm indeks pemeringkatan yg disusun world economic forum wef dendi ramadhona kabupaten pesawaran 1 	1
pesawaran xe x x gubernur lampung arinal djunaidi badai pandemi covid sektor pariwisata indonesia 1 	1
wisata ngga ngga takut covid wisata ngga ampun pulang wisata a 2 	2
pesawaran xe x x gubernur lampung arinal djunaidi badai pandemi covid sektor pariwisata indonesia menduduki peringkat relatif bagus indeks pemeringkatan disusun world economic forum wef 1 	1
memiliki peran mencegah covid xc xapmi 2 	2
geliat kebangkitan pariwisata desa ponggok kolaborasi karya sektor pariwisata salah terdampak pandemi covid pandemi covid memukul telak desa ponggok wisata desa ponggok mati suri 1 	1
penanganan covid wisata ngobrol parlemen 1 	1
saksikan penanganan covid wisata ngobrol parlemen ketua komisi a dprd diy 2 	2
asuransi perjalanan covid maldives syarat masuk maldives rekomendasi wisata terbaik 1 	1
